,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
697094,1050,3208,2,974961325,M,25,1,97302,Loaded Weapon 1 (1993),Action|Comedy,False
977896,1266,3449,3,978717370,M,25,4,18104,"Good Mother, The (1988)",Drama,False
704152,5605,3752,2,987646901,F,18,2,95008,"Me, Myself and Irene (2000)",Comedy,False
985403,4083,3804,1,965434940,M,56,14,92630,H.O.T.S. (1979),Comedy,False
466964,1449,1294,4,975519800,M,35,20,17112,M*A*S*H (1970),Comedy|War,False
828503,2661,1086,4,973461092,M,56,13,19312,Dial M for Murder (1954),Mystery|Thriller,False
696286,3785,785,4,966022085,F,25,20,93401,Kingpin (1996),Comedy,False
762122,2116,1920,4,974663089,M,18,4,49546,Small Soldiers (1998),Animation|Children's|Fantasy|War,False
826346,5281,3167,4,961103442,M,25,2,90210,Carnal Knowledge (1971),Drama,False
399906,746,3160,3,975466963,F,18,19,95019,Magnolia (1999),Drama,False
727073,2544,112,4,1024619523,M,45,1,52001,Rumble in the Bronx (1995),Action|Adventure|Crime,False
645922,3569,2454,3,967142710,F,18,2,48823,"Fly, The (1958)",Horror|Sci-Fi,False
826097,4453,3599,2,965086244,M,35,0,95667,Anchors Aweigh (1945),Comedy|Musical,False
599805,2926,832,3,1006657456,F,18,2,55118,Ransom (1996),Drama|Thriller,False
652118,3518,2985,2,969293019,F,18,7,11215,Robocop (1987),Action|Crime|Sci-Fi,False
290846,202,2890,5,976936671,M,18,4,53706,Three Kings (1999),Drama|War,False
889299,3043,2328,1,970248209,M,18,2,90069,Vampires (1998),Horror,False
596123,4411,160,1,969332407,M,18,4,92122,Congo (1995),Action|Adventure|Mystery|Sci-Fi,False
937539,1635,2880,5,974716481,M,25,0,97212,Operation Condor 2 (Longxiong hudi) (1990),Action|Adventure|Comedy,False
750499,2589,3763,3,973867029,M,25,0,19004,F/X (1986),Action|Crime|Thriller,False
966818,2863,363,5,972503229,F,25,2,27705,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,False
461456,637,3037,4,975736773,M,35,12,97132,Little Big Man (1970),Comedy|Drama|Western,False
544519,2544,2399,2,974040998,M,45,1,52001,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,False
236103,3001,3793,5,971798796,M,18,4,94704,X-Men (2000),Action|Sci-Fi,False
274729,2382,968,5,974324778,M,50,13,59715,Night of the Living Dead (1968),Horror|Sci-Fi,False
499585,4048,3153,2,965498291,F,35,1,89431,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,False
846889,3970,1603,1,965663648,F,25,2,02903,Mimic (1997),Sci-Fi|Thriller,False
652376,4725,2985,4,963368800,M,35,5,96707-1321,Robocop (1987),Action|Crime|Sci-Fi,False
994847,1470,3892,1,974836338,M,18,4,94118,Anatomy (Anatomie) (2000),Horror,False
26010,428,527,5,976260946,F,18,4,55455,Schindler's List (1993),Drama|War,False
740171,5163,11,5,961903096,M,45,6,53216,"American President, The (1995)",Comedy|Drama|Romance,False
493040,2102,2405,3,974653235,M,25,11,48825,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
205923,4411,2470,5,970367232,M,18,4,92122,Crocodile Dundee (1986),Adventure|Comedy,False
485433,5557,924,5,959440558,M,35,14,33701,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
610975,1030,70,4,975000177,M,25,7,97303,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
408963,3261,2302,4,968938125,M,45,20,87505,My Cousin Vinny (1992),Comedy,False
699400,5767,3082,4,959057311,M,25,2,75287,"World Is Not Enough, The (1999)",Action|Thriller,False
308500,2679,1885,3,973392077,F,18,4,02143,"Opposite of Sex, The (1998)",Comedy|Drama,False
651930,2529,2985,4,974055465,F,35,9,95903,Robocop (1987),Action|Crime|Sci-Fi,False
502214,5964,954,5,956994112,M,18,5,97202,Mr. Smith Goes to Washington (1939),Drama,False
464448,3576,904,4,966721680,M,50,7,68046,Rear Window (1954),Mystery|Thriller,False
246863,4104,1909,4,965416018,M,18,16,42141,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,False
795741,391,930,4,976297897,M,45,11,22122,Notorious (1946),Film-Noir|Romance|Thriller,False
748088,5220,2419,2,961543734,M,25,7,91436,Extremities (1986),Drama|Thriller,False
192659,984,1291,4,975116942,M,50,16,92129,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
743025,2429,1958,4,975258979,M,25,2,22903,Terms of Endearment (1983),Comedy|Drama,False
547380,4167,2105,4,965334356,M,25,20,22032,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
368517,163,741,3,977374067,M,18,4,85013,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,False
461709,3393,3037,5,967499481,M,35,12,60563,Little Big Man (1970),Comedy|Drama|Western,False
174569,3562,318,4,966789138,F,25,6,32812,"Shawshank Redemption, The (1994)",Drama,False
545593,1130,1230,5,974903012,M,18,7,60012,Annie Hall (1977),Comedy|Romance,False
78772,195,3030,4,1019707328,M,25,12,10458,Yojimbo (1961),Comedy|Drama|Western,False
663345,796,3398,2,976289241,M,50,6,98237,"Muppets Take Manhattan, The (1984)",Children's|Comedy,False
393838,4072,223,3,965452451,M,50,6,93111,Clerks (1994),Comedy,False
82802,639,1253,4,984290718,M,45,17,85202,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,False
531802,4363,1073,5,965184605,M,35,14,91602,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
217364,5663,1036,3,958768175,F,35,20,75093,Die Hard (1988),Action|Thriller,False
89131,4745,1259,3,963249498,F,18,4,06268,Stand by Me (1986),Adventure|Comedy|Drama,False
910390,5717,1951,2,958744406,M,25,0,03766,Oliver! (1968),Musical,False
141647,2985,2571,5,1029891670,M,18,4,97333,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
537682,2996,1586,3,972413930,M,18,0,63011,G.I. Jane (1997),Action|Drama|War,False
904051,1676,3672,3,974795172,M,18,4,91301,Benji (1974),Adventure|Children's,False
300825,955,1732,1,975210690,F,50,7,94941,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
110771,1551,1225,5,990886703,M,25,11,20008,Amadeus (1984),Drama,False
998921,3829,2257,3,965933467,F,25,1,22307,No Small Affair (1984),Comedy|Romance,False
295775,1285,1517,4,974793717,M,35,4,98125,Austin Powers: International Man of Mystery (1997),Comedy,False
76638,1483,3578,3,979914505,M,18,4,54481,Gladiator (2000),Action|Drama,False
540811,4898,1080,5,963055416,M,25,1,27713,Monty Python's Life of Brian (1979),Comedy,False
569162,1699,441,3,974711905,F,25,19,98102,Dazed and Confused (1993),Comedy,False
717092,2670,910,4,973540018,M,35,6,94598,Some Like It Hot (1959),Comedy|Crime,False
42358,2100,1,4,974670545,F,25,0,24017,Toy Story (1995),Animation|Children's|Comedy,False
785631,5795,3098,4,958077677,M,25,1,92688,"Natural, The (1984)",Drama,False
575719,774,2616,1,975441568,M,18,4,22903,Dick Tracy (1990),Action|Crime,False
506913,2059,62,2,974756793,M,35,0,44130,Mr. Holland's Opus (1995),Drama,False
966614,966,2594,4,975115782,M,56,2,92262,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi,False
232891,6016,866,5,956779607,M,45,1,37209,Bound (1996),Crime|Drama|Romance|Thriller,False
682902,4728,485,3,963354665,M,25,19,31401,Last Action Hero (1993),Action|Comedy,False
893493,1641,3285,2,974715755,M,25,0,95819,"Beach, The (2000)",Adventure|Drama,False
600057,5482,832,4,959867909,M,18,7,10014,Ransom (1996),Drama|Thriller,False
550668,5035,1091,3,962556935,F,25,17,19810,Weekend at Bernie's (1989),Comedy,False
968534,1224,3470,5,975169121,M,50,13,02125,Dersu Uzala (1974),Adventure|Drama,False
269831,1370,2723,2,974768451,M,35,2,92821,Mystery Men (1999),Action|Adventure|Comedy,False
571347,1680,2539,4,974714838,M,25,20,95380,Analyze This (1999),Comedy,False
381789,2054,3481,4,974663436,M,25,12,03110,High Fidelity (2000),Comedy,False
929530,2109,502,1,974650072,M,25,16,13090,"Next Karate Kid, The (1994)",Action|Children's,False
720832,1299,799,3,974787606,M,25,14,02038,"Frighteners, The (1996)",Comedy|Horror,False
862029,3576,2846,4,966723149,M,50,7,68046,"Adventures of Milo and Otis, The (1986)",Children's,False
264033,3684,1127,5,966349863,M,25,17,83713,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
735002,4596,2642,1,964223198,F,18,4,94611,Superman III (1983),Action|Adventure|Sci-Fi,False
338425,1693,1947,4,974711288,M,25,12,98684,West Side Story (1961),Musical|Romance,False
431459,2996,3439,2,972618212,M,18,0,63011,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,False
927231,5103,1004,4,962409734,F,35,16,78222,"Glimmer Man, The (1996)",Action|Thriller,False
655887,2664,737,1,973456549,M,35,7,52402,Barb Wire (1996),Action|Sci-Fi,False
160475,1733,457,3,977461845,M,18,14,43725,"Fugitive, The (1993)",Action|Thriller,False
389483,2764,1678,5,973135748,M,25,7,91403,"Joy Luck Club, The (1993)",Drama,False
105220,4049,1690,3,965497043,M,45,11,33133,Alien: Resurrection (1997),Action|Horror|Sci-Fi,False
453726,5841,1282,5,957823717,F,35,7,10024,Fantasia (1940),Animation|Children's|Musical,False
575344,6036,1303,5,956710974,F,25,15,32603,"Man Who Would Be King, The (1975)",Adventure,False
254899,3498,377,3,967000651,M,25,17,28052,Speed (1994),Action|Romance|Thriller,False
784029,714,2798,3,975689716,M,18,4,76013,Problem Child (1990),Comedy,False
249748,161,800,5,977219395,M,45,16,98107-2117,Lone Star (1996),Drama|Mystery,False
245988,5172,3079,4,1044152777,F,35,11,05602,Mansfield Park (1999),Drama,False
818889,1101,1272,4,974926240,M,35,1,06417,Patton (1970),Drama|War,False
851699,3285,1894,2,968627622,M,25,4,44706,Six Days Seven Nights (1998),Adventure|Comedy|Romance,False
441190,2383,596,4,974500779,F,25,14,95125,Pinocchio (1940),Animation|Children's,False
619131,5792,1092,3,1001012574,M,25,17,43201,Basic Instinct (1992),Mystery|Thriller,False
180097,1266,1245,3,978577432,M,25,4,18104,Miller's Crossing (1990),Drama,False
653034,5627,2989,3,959039932,M,25,0,07040,For Your Eyes Only (1981),Action,False
336331,146,3685,2,977341363,F,35,20,10954,Prizzi's Honor (1985),Comedy|Drama|Romance,False
628049,4445,3863,1,979863983,M,25,3,19806,"Cell, The (2000)",Sci-Fi|Thriller,False
279782,4951,1649,4,962644018,F,35,17,90291,"Fast, Cheap & Out of Control (1997)",Documentary,False
526979,928,971,4,975194175,F,56,16,98199,Cat on a Hot Tin Roof (1958),Drama,False
201505,4058,733,2,965490216,M,25,6,73118,"Rock, The (1996)",Action|Adventure|Thriller,False
905,3304,1193,5,968006527,F,45,5,92649,One Flew Over the Cuckoo's Nest (1975),Drama,False
18391,5738,2791,4,958415078,M,25,12,55406,Airplane! (1980),Comedy,False
493246,4023,2405,2,965518431,F,35,9,32404,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
12967,1112,595,5,974943911,M,18,6,19104,Beauty and the Beast (1991),Animation|Children's|Musical,False
816181,4954,3504,5,962638032,M,45,0,92679,Network (1976),Comedy|Drama,False
915601,151,1629,4,978682197,F,25,20,85013,"MatchMaker, The (1997)",Comedy|Romance,False
250247,4933,800,4,962651142,M,25,15,94040,Lone Star (1996),Drama|Mystery,False
374363,5205,253,4,961639852,M,25,1,02908,Interview with the Vampire (1994),Drama|Horror,False
863381,1128,2460,1,974908358,M,25,1,72701,"Texas Chainsaw Massacre 2, The (1986)",Horror,False
396235,984,3510,3,975912677,M,50,16,92129,Frequency (2000),Drama|Thriller,False
21844,877,2321,3,975270707,M,25,0,90631,Pleasantville (1998),Comedy,False
338420,1645,1947,5,988270375,F,18,9,62225,West Side Story (1961),Musical|Romance,False
122493,1962,1370,2,974759779,F,18,1,60914,Die Hard 2 (1990),Action|Thriller,False
159156,1860,349,3,978327324,M,56,16,94591,Clear and Present Danger (1994),Action|Adventure|Thriller,False
781831,1127,3584,3,974911026,M,25,0,11788,Breathless (1983),Action|Drama|Romance|Thriller,False
827578,1545,3681,3,975511093,M,25,20,20009,For a Few Dollars More (1965),Western,False
168087,1509,780,3,975611549,M,1,0,11803,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
750197,5161,1218,5,961909819,M,25,4,30052,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,False
815134,3017,1183,2,970530158,F,35,9,85255,"English Patient, The (1996)",Drama|Romance|War,False
894368,3866,1913,4,965851223,M,45,14,63130,Picnic at Hanging Rock (1975),Drama|Mystery,False
44969,5779,1961,4,958159775,M,25,5,10011,Rain Man (1988),Drama,False
614254,3808,553,4,965969122,M,25,7,60010,Tombstone (1993),Western,False
69447,3582,2916,3,966699125,F,35,0,52405,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
373847,1426,253,3,974859053,M,18,14,94070,Interview with the Vampire (1994),Drama|Horror,False
329476,4447,3072,3,965175062,M,45,5,32953,Moonstruck (1987),Comedy,False
134740,3329,1198,3,967865475,M,50,18,72601,Raiders of the Lost Ark (1981),Action|Adventure,False
954210,4448,2866,3,986263306,M,25,14,06880,"Buddy Holly Story, The (1978)",Drama,False
176877,5512,1968,5,959712581,F,25,17,01701,"Breakfast Club, The (1985)",Comedy|Drama,False
116999,948,480,4,975145947,M,56,12,43056,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
700443,5795,1994,5,958149622,M,25,1,92688,Poltergeist (1982),Horror|Thriller,False
168443,2918,780,4,973280892,M,25,12,98112,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
89733,1340,3147,3,974786152,M,25,7,14302,"Green Mile, The (1999)",Drama|Thriller,False
295995,2429,1517,5,974423838,M,25,2,22903,Austin Powers: International Man of Mystery (1997),Comedy,False
836191,5070,2575,4,962467931,M,25,2,55344,"Dreamlife of Angels, The (La Vie r�v�e des anges) (1998)",Drama,False
966530,4472,2730,3,965066658,F,45,16,14424,Barry Lyndon (1975),Drama,False
668020,1015,1956,5,975016122,M,35,3,11220,Ordinary People (1980),Drama,False
779023,3999,2266,3,965576692,M,35,17,30701,"Butcher's Wife, The (1991)",Comedy|Romance,False
907063,3675,2891,3,966369492,M,35,7,06680,"Happy, Texas (1999)",Comedy,False
684514,1757,1094,5,974706462,M,25,4,75206,"Crying Game, The (1992)",Drama|Romance|War,False
46962,438,260,5,976248315,M,18,11,53705,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
373998,2972,253,3,971064785,M,25,4,97330,Interview with the Vampire (1994),Drama|Horror,False
519553,1780,899,3,974708193,M,35,1,22181,Singin' in the Rain (1952),Musical|Romance,False
707982,5595,3053,3,975534756,M,25,20,90027,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,False
965080,3311,338,4,967956473,M,25,4,90039,Virtuosity (1995),Sci-Fi|Thriller,False
42138,1501,1,4,974930226,M,25,11,75801,Toy Story (1995),Animation|Children's|Comedy,False
658719,4238,2145,2,965415673,M,35,16,44691,Pretty in Pink (1986),Comedy|Drama|Romance,False
74503,442,1213,4,976241497,M,25,1,55105,GoodFellas (1990),Crime|Drama,False
265482,223,1704,5,976905220,M,25,17,28262,Good Will Hunting (1997),Drama,False
732693,4169,659,4,971579684,M,50,0,66048,Purple Noon (1960),Crime|Thriller,False
190064,411,2997,5,976288247,F,45,1,43214,Being John Malkovich (1999),Comedy,False
909010,2015,3350,1,974851133,M,18,4,01003,"Raisin in the Sun, A (1961)",Drama,False
687501,3129,1321,4,969366014,M,25,7,21117,"American Werewolf in London, An (1981)",Horror,False
394381,1173,3298,3,974859904,F,25,7,10019,Boiler Room (2000),Drama,False
555717,2820,2706,2,972663988,F,35,0,02138,American Pie (1999),Comedy,False
419008,5547,1307,5,959477365,F,18,4,10025,When Harry Met Sally... (1989),Comedy|Romance,False
325294,655,1101,2,975706630,F,25,2,92629,Top Gun (1986),Action|Romance,False
866348,1683,2738,4,974710842,F,25,7,98109,Crimes of the Heart (1986),Comedy|Drama,False
832629,5530,3712,2,959622021,F,18,4,63141,Soapdish (1991),Comedy,False
541313,1203,2968,5,975272397,F,25,1,06417,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
670377,1579,1960,5,974929361,M,25,0,60201,"Last Emperor, The (1987)",Drama|War,False
214867,3336,1214,4,967837552,M,35,17,93436,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
183066,4328,3421,4,1014824858,M,50,3,75650,Animal House (1978),Comedy,False
535855,442,2529,5,997231039,M,25,1,55105,Planet of the Apes (1968),Action|Sci-Fi,False
59793,3391,1246,5,967588409,M,18,4,48135,Dead Poets Society (1989),Drama,False
481388,4819,3489,3,962921111,M,35,18,17350,Hook (1991),Adventure|Fantasy,False
900954,3074,3747,4,990069705,M,25,0,23451,Jesus' Son (1999),Drama,False
950896,2173,3921,2,974610494,M,50,13,87502,Beach Party (1963),Comedy,False
451615,4041,317,3,965712197,M,18,3,48005,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,False
801385,3471,1224,3,972122660,M,18,4,80302,Henry V (1989),Drama|War,False
294682,2321,1513,2,974475200,M,25,7,30115,Romy and Michele's High School Reunion (1997),Comedy,False
806225,1899,1041,4,974693611,F,45,6,02135,Secrets & Lies (1996),Drama,False
995023,2962,2201,3,977168859,M,35,3,94109,"Paradine Case, The (1947)",Drama,False
850870,3365,1353,5,967665164,M,50,17,23059,"Mirror Has Two Faces, The (1996)",Comedy|Romance,False
348256,5837,1674,4,957845436,M,25,7,60607,Witness (1985),Drama|Romance|Thriller,False
979748,3726,504,2,966228103,M,25,17,92882,No Escape (1994),Action|Sci-Fi,False
756309,4458,2144,3,965095471,F,25,4,15701-2017,Sixteen Candles (1984),Comedy,False
396061,70,3510,3,977877962,M,18,4,53703,Frequency (2000),Drama|Thriller,False
398820,3098,3301,4,969596166,M,25,4,55112,"Whole Nine Yards, The (2000)",Comedy|Crime,False
128717,721,1196,4,981598262,F,35,9,97520,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
112107,3892,515,4,972173777,M,25,20,91505,"Remains of the Day, The (1993)",Drama,False
336069,3823,3682,5,965945382,M,56,7,93711,Magnum Force (1973),Western,False
24460,2968,1270,4,971107011,F,18,0,48104,Back to the Future (1985),Comedy|Sci-Fi,False
854943,1473,2524,4,974757746,M,25,14,06511,"Towering Inferno, The (1974)",Action|Drama,False
692653,2063,2574,2,974666418,M,25,4,43138,"Out-of-Towners, The (1999)",Comedy,False
413174,1243,1223,4,994719785,M,35,15,92627,"Grand Day Out, A (1992)",Animation|Comedy,False
826267,2753,3167,4,973197083,F,50,20,27516,Carnal Knowledge (1971),Drama,False
862314,1370,1984,1,974795485,M,35,2,92821,Halloween III: Season of the Witch (1983),Horror,False
687388,1820,1321,3,974701655,M,25,20,50265,"American Werewolf in London, An (1981)",Horror,False
881585,3450,423,4,967245860,M,25,5,78251,Blown Away (1994),Action|Thriller,False
510813,4112,2001,5,965368481,M,45,18,47129,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
913783,3233,2130,5,980652394,M,50,2,60660,Atlantic City (1980),Crime|Drama|Romance,False
850405,4303,2540,3,965268564,M,25,2,91910,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,False
2969,355,3408,4,978654633,M,18,3,55107,Erin Brockovich (2000),Drama,False
499268,4169,2423,3,971580847,M,50,0,66048,Christmas Vacation (1989),Comedy,False
682771,3519,485,2,967573389,F,25,14,11215,Last Action Hero (1993),Action|Comedy,False
101956,5716,3471,4,958510720,M,1,10,03756,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
327244,2386,1688,3,974309036,F,25,0,06040,Anastasia (1997),Animation|Children's|Musical,False
834967,3860,155,4,965860938,M,45,17,44129,Beyond Rangoon (1995),Drama|War,False
512312,4006,1200,3,965551884,M,1,7,48038,Aliens (1986),Action|Sci-Fi|Thriller|War,False
777539,4784,3130,3,970001204,F,35,6,48105,Bonfire of the Vanities (1990),Comedy,False
979317,1185,409,5,974851411,F,35,1,97374,Above the Rim (1994),Drama,False
790922,2718,3263,2,973286444,F,25,4,96817,White Men Can't Jump (1992),Comedy,False
75007,2221,1213,4,974601847,M,56,17,94931,GoodFellas (1990),Crime|Drama,False
953015,533,2551,2,976141508,M,25,12,27514,Dead Ringers (1988),Drama|Thriller,False
919240,4510,3724,3,966802054,M,45,7,92503,Coming Home (1978),Drama|War,False
30385,4093,1097,5,965422146,M,25,4,70806,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
379037,5070,337,5,962469222,M,25,2,55344,What's Eating Gilbert Grape (1993),Drama,False
661196,3261,2153,1,968937250,M,45,20,87505,"Avengers, The (1998)",Action|Adventure,False
114662,3908,1408,4,965931035,M,25,0,10021,"Last of the Mohicans, The (1992)",Action|Romance|War,False
653122,1198,2123,1,974946485,M,1,10,49544,All Dogs Go to Heaven (1989),Animation|Children's,False
919357,1764,3729,3,974703681,M,18,0,75149,Shaft (1971),Action|Crime,False
188018,709,3868,4,975541005,M,18,0,92647,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,False
217780,1741,3702,4,974707253,M,35,7,91107,Mad Max (1979),Action|Sci-Fi,False
21837,848,2321,4,975351296,M,25,15,94121,Pleasantville (1998),Comedy,False
606698,230,500,3,976822056,M,45,1,43210,Mrs. Doubtfire (1993),Comedy,False
81082,3999,3107,3,965579811,M,35,17,30701,Backdraft (1991),Action|Drama,False
265431,25,1704,4,978132864,M,18,4,01609,Good Will Hunting (1997),Drama,False
829450,1369,3844,1,974998668,M,25,5,12308,Steel Magnolias (1989),Drama,False
870322,2063,489,1,974666491,M,25,4,43138,Made in America (1993),Comedy,False
654753,5759,222,3,958256223,F,25,1,08904,Circle of Friends (1995),Drama|Romance,False
601741,2380,2763,3,974330705,M,25,4,22903,"Thomas Crown Affair, The (1999)",Action|Thriller,False
102037,5983,3471,4,956926143,M,25,3,29208,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
808311,1758,1297,4,974786558,F,25,0,33067-1400,Real Genius (1985),Comedy,False
915888,2986,2290,4,970812659,M,25,4,24060,Stardust Memories (1980),Comedy|Drama,False
715164,4086,185,5,965517510,F,1,10,55391,"Net, The (1995)",Sci-Fi|Thriller,False
45524,4705,1962,3,963527694,F,18,0,75115,Driving Miss Daisy (1989),Drama,False
341053,1694,1441,3,974716358,M,25,12,98116,Benny & Joon (1993),Comedy|Romance,False
440080,2349,592,3,974411438,M,25,8,50309,Batman (1989),Action|Adventure|Crime|Drama,False
744925,2105,1965,5,974668543,M,25,1,24060,Repo Man (1984),Comedy|Sci-Fi,False
202447,5397,1378,4,963525141,M,18,0,60451,Young Guns (1988),Action|Comedy|Western,False
166068,5026,3418,3,962775175,M,25,17,92584,Thelma & Louise (1991),Action|Drama,False
288708,5039,1653,4,962512481,F,35,4,97068,Gattaca (1997),Drama|Sci-Fi|Thriller,False
995917,4653,270,3,975534109,M,35,12,95051,Love Affair (1994),Drama|Romance,False
591246,5699,1982,4,958597562,M,35,15,94706,Halloween (1978),Horror,False
544224,3118,3198,3,969408454,M,25,0,77025,Papillon (1973),Drama,False
571088,3999,481,3,965579181,M,35,17,30701,Kalifornia (1993),Drama|Thriller,False
119111,5791,480,3,958089763,M,18,4,44074,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
647637,4658,2533,1,963879052,M,25,4,99163,Escape from the Planet of the Apes (1971),Action|Sci-Fi,False
58828,4832,608,4,962899282,M,25,14,17857,Fargo (1996),Crime|Drama|Thriller,False
381968,2824,3481,3,972621475,M,18,4,02111,High Fidelity (2000),Comedy,False
773533,2116,267,3,983027884,M,18,4,49546,Major Payne (1994),Comedy,False
553570,1017,3928,5,975008518,M,35,0,30906,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,False
585708,5641,3269,4,958926148,F,25,17,48473,Forever Young (1992),Adventure|Romance|Sci-Fi,False
89089,4543,1259,3,964669948,M,25,2,11105,Stand by Me (1986),Adventure|Comedy|Drama,False
325508,2042,1101,3,974669964,M,1,10,79358,Top Gun (1986),Action|Romance,False
921267,1717,3929,4,974705110,F,50,6,30307,"Bank Dick, The (1940)",Comedy,False
930772,1753,3946,4,974702030,M,35,6,90803,Get Carter (2000),Action|Drama|Thriller,False
470371,5107,339,3,962336837,F,45,0,08081,While You Were Sleeping (1995),Comedy|Romance,False
198905,3884,1261,2,967595826,M,18,4,78759,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
250649,1051,50,5,975109382,F,25,0,60513,"Usual Suspects, The (1995)",Crime|Thriller,False
320644,3065,34,4,971047698,F,18,4,48135,Babe (1995),Children's|Comedy|Drama,False
88550,2670,1259,3,973540191,M,35,6,94598,Stand by Me (1986),Adventure|Comedy|Drama,False
611558,4305,70,4,967399741,F,45,17,27616,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
235173,5566,1250,4,959351553,M,35,7,20901,"Bridge on the River Kwai, The (1957)",Drama|War,False
978545,5333,988,4,960869683,F,25,7,02332,Grace of My Heart (1996),Comedy|Drama,False
584731,543,1587,4,976157764,M,25,5,55057,Conan the Barbarian (1982),Action|Adventure,False
670592,3621,1960,5,966576550,M,18,4,33023,"Last Emperor, The (1987)",Drama|War,False
918967,4207,2755,2,965324528,M,35,1,90731,Light of Day (1987),Drama,False
656345,4139,2718,3,965349194,M,56,14,40207,Drop Dead Gorgeous (1999),Comedy,False
859048,4089,3758,3,965537576,M,25,7,79416,Communion (1989),Drama|Sci-Fi|Thriller,False
13220,2462,595,5,974171380,M,35,1,44303,Beauty and the Beast (1991),Animation|Children's|Musical,False
647120,5614,2455,4,959205418,M,25,0,12833,"Fly, The (1986)",Horror|Sci-Fi,False
402305,2820,1060,2,979592005,F,35,0,02138,Swingers (1996),Comedy|Drama,False
769527,173,1285,4,1009653267,M,25,0,45237,Heathers (1989),Comedy,False
225537,4447,1240,4,965087885,M,45,5,32953,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
774562,791,1888,4,982854725,M,35,7,27511,Hope Floats (1998),Comedy|Drama|Romance,False
75429,3742,1213,5,966145726,M,25,0,90266,GoodFellas (1990),Crime|Drama,False
471063,2462,1371,4,974169629,M,35,1,44303,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
55435,678,3114,5,975608685,M,25,0,34952,Toy Story 2 (1999),Animation|Children's|Comedy,False
307006,4932,412,3,962651280,M,25,7,63303,"Age of Innocence, The (1993)",Drama,False
67034,3992,2628,3,965592117,M,25,4,32653,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
266349,3475,1704,5,967130001,M,25,14,33133,Good Will Hunting (1997),Drama,False
72691,4124,1210,5,965445994,M,25,18,62330-1408,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
500779,2116,3087,3,975899230,M,18,4,49546,Scrooged (1988),Comedy,False
93944,3476,3255,1,967210601,M,50,0,44126,"League of Their Own, A (1992)",Comedy|Drama,False
657322,5811,2141,3,958030111,M,18,4,60202,"American Tail, An (1986)",Animation|Children's|Comedy,False
889023,2820,766,4,972662668,F,35,0,02138,I Shot Andy Warhol (1996),Drama,False
574312,2435,3897,2,974223867,M,25,4,22903,Almost Famous (2000),Comedy|Drama,False
284781,2873,2959,4,972783369,F,18,4,64093,Fight Club (1999),Drama,False
194717,604,2167,3,975872288,M,45,17,32256,Blade (1998),Action|Adventure|Horror,False
